car_name,year,horsepower,mileage,fuel_type,transmission,owner_type,price
mercedes-benz e-class 2009-2013 e 250 elegance,2010,204.0,10.93,petrol,automatic,first,16.5
maruti zen estilo lxi green (cng),2011,67.1,26.3,cng,manual,first,2.0
volkswagen vento petrol highline,2012,103.6,15.04,petrol,manual,first,3.9
bmw 3 series 320d luxury line,2013,184.0,18.88,diesel,automatic,first,14.5
bmw 5 series 2013-2017 530d m sport,2015,258.0,14.69,diesel,automatic,first,44.0
hyundai grand i10 1.2 kappa magna,2017,81.86,18.9,petrol,manual,first,5.0
toyota innova crysta 2.8 zx at,2016,171.5,11.36,diesel,automatic,first,19.75
renault duster 110ps diesel rxz amt,2017,108.45,19.6,diesel,automatic,first,11.44
tata indica vista aura 1.3 quadrajet,2011,75.0,18.0,diesel,manual,first,1.75
maruti swift vdi bsiv,2013,97.7,17.8,diesel,manual,first,5.6
mercedes-benz e-class 2009-2013 e 200 cgi avantgarde,2016,185.0,12.3,petrol,manual,first,30.42
mahindra xuv500 w8 4wd,2013,140.0,15.1,diesel,manual,first,9.57
mahindra bolero zlx,2016,62.1,15.96,diesel,manual,first,3.5
maruti vitara brezza zdi,2018,88.5,24.3,diesel,manual,first,10.46
fiat avventura multijet emotion,2014,91.72,20.5,diesel,manual,first,4.85
honda amaze s petrol,2016,88.76,19.5,petrol,manual,first,5.68
skoda superb elegance 1.8 tsi at,2015,157.75,13.7,petrol,automatic,first,13.25
jaguar xf 3.0 litre s premium luxury,2011,270.9,14.74,diesel,automatic,first,16.0
maruti wagon r vxi bsiii,2013,67.1,18.9,petrol,manual,first,3.0
hyundai santro xing xl erlx euro iii,2007,97.7,17.0,petrol,manual,first,0.99
toyota corolla altis vl,2010,138.1,14.53,petrol,automatic,first,5.0
maruti swift vxi bsiv,2016,85.0,16.1,petrol,manual,first,4.75
volkswagen polo 1.2 mpi highline,2014,74.0,16.47,petrol,manual,first,5.35
hyundai grand i10 1.2 kappa asta,2017,81.86,18.9,petrol,manual,first,5.98
maruti sx4 zdi,2011,88.8,21.5,diesel,manual,third,3.5
hyundai grand i10 1.2 kappa magna,2018,81.86,18.9,petrol,manual,first,4.77
maruti baleno delta 1.2,2016,83.1,21.4,petrol,manual,first,5.45
tata tigor 1.2 revotron xta,2018,84.0,20.3,petrol,automatic,first,6.85
maruti swift dzire amt zdi,2016,74.0,26.59,diesel,automatic,first,7.3
tata indica gls bs iv,2007,65.3,15.3,petrol,manual,first,1.25
maruti sx4 s cross ddis 320 zeta,2015,118.0,22.7,diesel,manual,first,8.25
maruti swift vxi bsiii,2008,88.2,16.1,petrol,manual,first,2.71
hyundai xcent 1.2 kappa sx,2016,82.0,19.1,petrol,manual,first,3.6
hyundai i20 1.2 magna,2010,80.0,18.5,petrol,manual,first,3.0
maruti celerio vxi at,2016,67.04,23.1,petrol,automatic,first,4.65
mercedes-benz new c-class c 220 cdi elegance at,2010,170.0,14.84,diesel,automatic,first,9.5
maruti swift dzire vxi,2011,85.8,17.5,petrol,manual,first,2.95
volkswagen vento petrol trendline,2011,103.6,15.04,petrol,manual,first,3.0
maruti swift zdi,2015,74.0,25.2,diesel,manual,first,5.95
toyota corolla altis vl,2008,138.1,14.53,petrol,automatic,first,4.0
honda civic 2006-2010 1.8 v mt,2008,130.0,13.5,petrol,manual,first,2.5
ford ecosport 1.5 ti vct at titanium be,2017,110.4,16.05,petrol,automatic,first,11.37
fiat linea emotion pack (diesel),2010,93.0,19.0,diesel,manual,second,2.25
hyundai i10 era,2013,68.05,19.81,petrol,manual,first,3.1
volvo xc60 d5 inscription,2014,215.0,11.2,diesel,automatic,first,17.18
hyundai i20 1.2 asta,2018,81.83,18.6,petrol,manual,first,6.5
honda city i dtec s,2014,98.6,26.0,diesel,manual,first,5.7
toyota innova 2.5 vx (diesel) 8 seater bs iv,2013,100.0,12.99,diesel,manual,first,8.0
renault kwid rxt,2016,53.3,25.17,petrol,manual,first,2.6
maruti a-star vxi,2009,66.1,19.0,petrol,manual,first,2.45
mercedes-benz b class b180,2014,120.7,14.8,petrol,automatic,first,11.57
maruti wagon r lxi bs iv,2012,67.1,18.9,petrol,manual,first,2.3
maruti swift vdi bsiv,2016,74.0,25.2,diesel,manual,first,5.9
hyundai verna vtvt 1.6 at sx option,2015,121.3,17.0,petrol,automatic,first,7.2
hyundai verna crdi 1.6 at sx option,2013,126.2,22.0,diesel,automatic,first,5.9
honda city v mt,2014,116.3,16.8,petrol,manual,second,6.0
hyundai i10 magna optional 1.1l,2010,66.7,16.0,petrol,manual,first,1.95
toyota etios gd sp,2016,67.04,23.59,diesel,manual,first,6.55
volvo s60 d4 momentum,2015,190.0,27.03,diesel,automatic,first,25.0
ford figo diesel exi,2012,68.05,20.0,diesel,manual,first,2.65
mercedes-benz e-class 2015-2017 e350 cdi avantgrade,2017,265.0,13.0,diesel,automatic,first,69.5
bmw 3 series 320d luxury line,2012,190.0,22.69,diesel,automatic,first,14.0
maruti alto 800 vxi,2014,47.3,22.74,petrol,manual,second,2.1
toyota innova crysta 2.4 vx mt,2017,147.8,13.68,diesel,manual,first,20.4
volkswagen polo 1.0 mpi trendline,2019,75.0,18.78,petrol,manual,first,5.68
nissan terrano xl,2014,102.5,13.24,petrol,manual,first,5.55
mitsubishi pajero sport 4x4,2013,175.56,13.5,diesel,manual,first,12.75
honda civic 2010-2013 1.8 s mt,2012,130.2,14.8,petrol,manual,second,3.35
maruti alto 800 lxi,2013,47.3,22.74,petrol,manual,first,1.55
volkswagen vento diesel highline,2013,103.6,20.54,diesel,manual,second,5.9
land rover freelander 2 hse,2012,187.74,12.35,diesel,automatic,first,18.98
honda cr-v 2.0l 2wd mt,2014,153.86,13.7,petrol,manual,first,11.51
maruti ertiga vdi,2016,88.76,20.77,diesel,manual,first,7.75
toyota innova 2.5 gx (diesel) 7 seater,2016,100.6,12.99,diesel,manual,first,13.9
tata manza aura safire,2010,90.0,15.0,petrol,manual,first,1.35
audi q7 35 tdi quattro premium plus,2015,241.4,12.07,diesel,automatic,second,38.0
hyundai verna 1.6 sx vtvt (o) at,2017,121.4,17.1,petrol,automatic,first,11.6
volkswagen vento 1.5 highline plus at 16 alloy,2017,108.5,21.5,diesel,automatic,first,12.25
honda city 1.5 s mt,2011,118.0,17.0,petrol,manual,first,3.8
ford figo diesel titanium,2014,68.05,20.0,diesel,manual,first,3.25
honda jazz 1.2 vx i vtec,2016,88.7,18.7,petrol,manual,first,6.4
volkswagen polo petrol highline 1.2l,2012,73.9,16.47,petrol,manual,second,3.95
honda city i-vtec s,2010,117.3,17.4,petrol,manual,first,3.57
honda city zx gxi,2005,78.0,17.7,petrol,manual,second,1.25
maruti wagon r lxi cng,2015,58.2,26.2,cng,manual,first,3.65
honda cr-v 2.4l 4wd at avn,2013,187.4,12.0,petrol,automatic,second,12.5
bmw 5 series 2013-2017 520d luxury line,2014,190.0,18.12,diesel,automatic,second,23.0
ambassador classic nova diesel,2003,35.5,12.8,diesel,manual,third,1.35
mahindra scorpio vlx 2.2 mhawk bsiii,2012,120.0,12.05,diesel,manual,first,6.32
volkswagen vento diesel comfortline,2012,103.6,20.54,diesel,manual,first,3.4
maruti zen vx,1999,60.0,17.3,petrol,manual,second,0.77
maruti 800 dx bsii,2009,37.0,16.1,petrol,manual,first,0.9
toyota corolla altis 1.8 vl cvt,2017,138.03,14.28,petrol,automatic,first,18.0
bmw 3 series 328i sport line,2013,245.0,14.59,petrol,automatic,first,19.0
ford ikon 1.3 flair,2007,70.0,13.8,petrol,manual,third,1.1
chevrolet beat lt,2012,79.4,18.6,petrol,manual,second,2.0
toyota corolla altis 1.4 dg,2012,86.79,21.43,diesel,manual,first,6.5
mahindra xuv500 w4,2014,140.0,16.0,diesel,manual,first,9.45
hyundai xcent 1.1 crdi base,2016,71.0,24.4,diesel,manual,first,4.0
mercedes-benz e-class 2015-2017 e250 cdi avantgarde,2017,204.0,13.0,diesel,automatic,first,32.25
hyundai i10 sportz,2009,78.9,20.36,petrol,manual,first,2.1
toyota corolla altis vl at,2015,138.03,14.28,petrol,automatic,second,9.75
toyota corolla 1.8 j,2014,138.0,14.53,petrol,manual,first,6.3
audi q3 2.0 tdi quattro,2013,184.0,17.32,diesel,automatic,first,21.0
hyundai i20 magna optional 1.4 crdi,2014,88.8,21.9,diesel,manual,first,4.65
mercedes-benz new c-class c 220d avantgarde edition c,2013,167.62,19.27,diesel,automatic,second,17.0
maruti ritz vdi,2013,73.9,21.1,diesel,manual,first,4.35
hyundai creta 1.6 sx plus diesel,2017,126.2,19.67,diesel,manual,first,14.82
jaguar xe 2.0l diesel prestige,2018,177.0,13.6,diesel,automatic,first,40.0
mahindra xylo d4,2016,93.7,14.95,diesel,manual,first,6.15
toyota innova 2.5 g (diesel) 7 seater,2014,100.6,12.99,diesel,manual,first,11.25
toyota camry 2.5 hybrid,2018,157.7,19.16,petrol,automatic,first,32.0
audi q5 3.0 tdi quattro,2018,241.4,13.22,diesel,automatic,first,45.62
maruti swift vdi,2017,74.0,28.4,diesel,manual,first,6.24
maruti ertiga vdi limited edition,2015,88.76,20.77,diesel,manual,first,4.8
maruti swift vxi bsiv,2014,85.0,16.1,petrol,manual,second,4.5
hyundai i10 sportz,2015,78.9,20.36,petrol,manual,first,3.87
hyundai i10 sportz,2013,78.9,20.36,petrol,manual,first,2.75
maruti baleno sigma 1.2,2018,83.1,21.4,petrol,manual,first,6.57
hyundai accent executive,2010,93.7,16.36,petrol,manual,first,2.0
honda brio s mt,2012,86.8,19.4,petrol,manual,first,3.65
maruti swift zdi,2016,74.0,22.9,diesel,manual,first,6.95
hyundai xcent 1.2 vtvt s,2014,81.86,20.14,petrol,manual,first,5.5
mahindra xuv500 w8 2wd,2013,140.0,16.0,diesel,manual,first,7.0
mercedes-benz e-class e250 cdi avantgrade,2014,201.1,13.0,diesel,automatic,first,24.0
land rover freelander 2 td4 s,2010,115.0,0.0,diesel,automatic,second,11.0
mercedes-benz new c-class c 220 cdi avantgarde,2016,170.0,19.27,diesel,automatic,first,32.5
hyundai i20 asta 1.4 crdi,2015,88.76,21.27,diesel,manual,first,6.45
skoda octavia elegance 2.0 tdi at,2015,141.0,19.3,diesel,automatic,first,15.75
honda city 1.5 s mt,2014,118.0,17.0,petrol,manual,first,5.5
toyota fortuner 4x2 at,2015,168.5,12.55,diesel,automatic,first,19.03
audi q3 2.0 tdi quattro,2013,184.0,17.32,diesel,automatic,first,15.25
maruti alto k10 2010-2014 vxi,2012,67.1,20.92,petrol,manual,first,2.4
tata indigo ecs lx bsiv,2011,69.0,23.03,diesel,manual,first,2.3
audi a4 2.0 tdi 177 bhp premium plus,2014,174.33,17.11,diesel,automatic,first,14.35
maruti alto 800 2016-2019 cng lxi,2018,40.3,33.44,cng,manual,first,3.5
honda city i-vtec cvt vx,2018,117.3,18.0,petrol,automatic,first,11.97
hyundai santro gls i - euro ii,2009,97.7,0.0,petrol,manual,second,1.6
toyota fortuner 2.8 2wd mt,2015,174.5,14.24,diesel,manual,first,18.9
hyundai grand i10 sportz,2017,82.0,18.9,petrol,manual,first,5.4
maruti eeco 7 seater standard,2015,73.0,15.1,petrol,manual,first,2.95
volkswagen polo petrol highline 1.2l,2013,73.9,16.47,petrol,manual,first,5.1
maruti wagon r lxi minor,2006,67.0,18.9,petrol,manual,first,1.5
honda city 1.5 v mt,2011,118.0,17.0,petrol,manual,first,4.9
honda civic 2010-2013 1.8 s mt,2010,130.2,14.8,petrol,manual,first,2.9
honda city 1.5 exi,2005,100.0,13.0,petrol,manual,first,1.15
hyundai i20 1.2 magna,2010,80.0,18.5,petrol,manual,first,2.3
hyundai grand i10 crdi sportz celebration edition,2018,70.0,24.0,diesel,manual,first,5.99
volkswagen vento petrol highline at,2011,103.6,14.4,petrol,automatic,third,3.4
hyundai i10 sportz 1.2,2009,78.9,20.36,petrol,manual,first,1.7
hyundai i20 asta,2009,80.0,17.0,petrol,manual,first,1.99
chevrolet beat ls,2012,79.4,18.6,petrol,manual,first,2.5
volkswagen polo diesel highline 1.2l,2013,73.9,22.07,diesel,manual,first,4.85
ford figo petrol lxi,2010,70.0,15.6,petrol,manual,first,2.65
audi tt 2.0 tfsi,2014,207.8,9.9,petrol,automatic,first,27.35
honda city i dtec vx,2015,98.6,25.1,diesel,manual,second,6.9
ford figo diesel titanium,2013,68.05,20.0,diesel,manual,first,3.5
toyota innova 2.5 zx diesel 7 seater,2015,100.6,12.99,diesel,manual,first,12.5
maruti ciaz 1.4 at alpha,2017,91.1,19.12,petrol,automatic,first,9.2
hyundai grand i10 at asta,2015,82.0,18.9,petrol,automatic,first,4.9
honda city 1.3 dx,2009,97.7,12.8,petrol,manual,first,3.2
ford ecosport 1.0 ecoboost titanium plus be,2014,123.24,18.88,petrol,manual,first,5.55
skoda octavia ambition 1.8 tsi at,2014,177.6,14.7,petrol,automatic,first,13.5
fiat linea emotion (diesel),2010,91.7,20.4,diesel,manual,first,2.6
maruti swift lxi bsiii,2015,88.2,16.1,petrol,manual,first,4.5
land rover discovery 4 tdv6 se,2013,180.0,11.8,diesel,automatic,second,34.0
toyota innova 2.5 v diesel 7-seater,2012,102.0,12.8,diesel,manual,first,12.0
maruti swift ldi,2015,74.0,28.4,diesel,manual,first,5.25
audi a6 2011-2015 2.0 tdi premium plus,2014,174.33,17.68,diesel,automatic,first,21.56
bmw 5 series 520d luxury line,2012,190.0,22.48,diesel,automatic,first,24.68
hyundai i20 magna optional 1.2,2013,82.9,18.5,petrol,manual,first,3.67
bmw x1 m sport sdrive 20d,2016,190.0,17.05,diesel,automatic,first,29.5
toyota etios g,2012,88.73,17.6,petrol,manual,first,3.1
tata indigo lx,2015,70.0,17.0,diesel,manual,first,2.9
mercedes-benz m-class ml 350 4matic,2014,165.0,0.0,diesel,automatic,second,43.0
volkswagen beetle 2.0,2009,114.4,10.98,petrol,automatic,first,15.95
volkswagen polo gt tdi,2011,103.6,19.7,diesel,manual,first,4.5
hyundai grand i10 crdi magna,2014,70.0,24.0,diesel,manual,first,3.49
maruti swift vdi bsiv,2014,74.0,25.2,diesel,manual,first,4.25
hyundai verna crdi 1.4 e,2008,88.76,24.0,diesel,manual,second,1.9
bmw 5 series 2003-2012 525d,2011,218.0,16.73,diesel,automatic,first,16.57
honda city 1.5 s mt,2012,118.0,17.0,petrol,manual,first,5.75
audi a4 2.0 tdi,2013,147.51,16.55,diesel,automatic,second,14.0
fiat linea classic plus 1.3 multijet,2013,75.0,19.5,diesel,manual,second,2.5
honda city 1.3 exi,2002,90.0,13.0,petrol,manual,first,1.2
fiat petra 1.2 el,2005,97.7,15.5,petrol,manual,second,0.85
bmw 3 series 320d luxury line,2013,190.0,22.69,diesel,automatic,first,13.95
ford fiesta 1.4 duratec exi,2007,68.0,16.6,petrol,manual,first,1.6
tata nano xta,2016,37.48,21.9,petrol,automatic,first,3.6
maruti eeco 5 str with ac plus htr cng,2018,73.0,15.1,cng,manual,first,4.5
maruti ignis 1.2 delta,2019,81.8,20.89,petrol,manual,first,6.06
maruti swift dzire zxi,2013,85.8,17.5,petrol,manual,second,5.29
ford ecosport 1.5 dv5 mt titanium,2014,89.84,22.7,diesel,manual,first,5.75
maruti swift 1.3 zxi,2015,97.7,16.1,petrol,manual,first,5.8
maruti swift dzire vxi,2014,85.8,19.1,petrol,manual,first,5.72
hyundai i10 sportz at,2014,78.9,16.95,petrol,automatic,first,4.39
mahindra xuv500 w6 2wd,2016,140.0,15.1,diesel,manual,first,11.05
hyundai i20 magna 1.4 crdi,2015,88.73,22.54,diesel,manual,second,4.83
maruti wagon r cng lxi,2013,67.04,33.54,cng,manual,first,2.96
hyundai i20 asta 1.4 crdi,2012,88.76,21.27,diesel,manual,second,4.5
bmw 7 series 730ld,2011,258.0,16.46,diesel,automatic,second,19.5
skoda rapid 1.6 mpi at style plus,2017,103.52,14.3,petrol,automatic,first,8.75
audi q7 45 tdi quattro technology,2016,245.0,14.75,diesel,automatic,first,67.0
honda city i vtec vx,2016,117.3,17.4,petrol,manual,first,8.4
hyundai xcent 1.2 kappa sx,2016,82.0,19.1,petrol,manual,first,4.99
honda city i dtec e,2016,98.6,26.0,diesel,manual,first,8.18
honda brio s option mt,2012,86.8,18.4,petrol,manual,first,2.9
maruti ciaz zdi plus shvs,2015,88.5,28.09,diesel,manual,first,7.1
maruti swift dzire vdi optional,2016,74.0,26.59,diesel,manual,first,7.05
honda cr-v 2.4l 4wd at,2015,158.8,11.1,petrol,automatic,first,17.5
toyota corolla altis 2008-2013 1.8 vl at,2008,138.1,14.53,petrol,automatic,second,3.41
maruti baleno vxi,2005,97.7,0.0,petrol,manual,first,1.3
honda city 1.5 v mt,2012,118.0,17.0,petrol,manual,first,5.68
mahindra scorpio lx bs iv,2007,120.0,12.05,diesel,manual,first,4.1
skoda laura 1.8 tsi ambiente,2011,157.8,13.4,petrol,manual,first,4.0
bmw 3 series 320d sport line,2015,184.0,18.88,diesel,automatic,first,30.0
maruti sx4 zxi bsiii,2007,104.68,15.0,petrol,manual,first,1.8
maruti ciaz vxi plus,2015,91.1,20.73,petrol,manual,first,6.93
land rover range rover 3.6 tdv8 vogue se diesel,2012,308.0,10.2,diesel,automatic,first,70.0
toyota innova 2.5 g (diesel) 7 seater bs iv,2013,100.0,12.99,diesel,manual,first,7.9
hyundai santro xing gl,2011,62.0,0.0,petrol,manual,first,2.78
hyundai santa fe 4wd at,2014,194.3,13.01,diesel,automatic,first,14.4
mercedes-benz new c-class c250 avantgarde,2011,186.0,11.74,petrol,automatic,second,13.5
maruti wagon r lxi cng,2014,58.16,26.6,cng,manual,second,3.15
maruti alto lxi,2012,46.3,19.7,petrol,manual,first,2.88
maruti alto 800 2016-2019 lxi,2016,47.3,24.7,petrol,manual,first,2.15
nissan sunny 2011-2014 xv,2013,97.7,16.95,petrol,manual,first,3.75
maruti alto 800 2016-2019 vxi,2019,47.3,24.7,petrol,manual,first,3.6
maruti alto k10 vxi,2018,67.1,24.07,petrol,manual,first,3.6
hyundai grand i10 1.2 kappa sportz at,2018,81.86,18.9,petrol,automatic,first,7.55
honda mobilio s i dtec,2015,98.6,24.2,diesel,manual,first,4.7
tata manza aqua quadrajet,2010,90.0,18.8,diesel,manual,second,1.6
chevrolet optra magnum 2.0 lt,2011,123.7,16.52,diesel,manual,first,3.34
honda city i vtec cvt vx,2016,117.3,18.0,petrol,automatic,first,9.1
hyundai grand i10 1.2 kappa sportz,2019,81.86,18.9,petrol,manual,first,6.17
hyundai verna crdi 1.6 sx,2008,126.2,22.0,diesel,manual,first,2.5
nissan micra xl,2016,75.0,18.44,petrol,manual,first,3.0
hyundai verna 1.6 sx,2012,126.32,22.32,diesel,manual,first,5.75
hyundai creta 1.6 vtvt e plus,2017,121.3,15.29,petrol,manual,first,10.75
maruti wagon r vxi bs iv,2013,67.04,20.51,petrol,manual,second,2.85
honda accord 2.4 elegance a/t,2008,180.0,10.2,petrol,automatic,first,6.5
honda city 1.5 s at,2016,118.0,16.8,petrol,automatic,first,9.45
maruti baleno alpha 1.3,2016,74.0,27.39,diesel,manual,first,6.75
honda city i dtec v,2017,98.6,26.0,diesel,manual,first,7.75
hyundai i20 era 1.4 crdi,2014,88.76,22.54,diesel,manual,first,4.4
mercedes-benz e-class 2015-2017 e350 edition e,2015,265.0,13.0,diesel,automatic,first,42.0
nissan terrano xv 110 ps,2014,108.5,19.01,diesel,manual,first,5.67
renault duster 110ps diesel rxz amt,2016,108.45,19.6,diesel,automatic,first,11.5
maruti wagon r lxi minor,2009,67.1,18.9,petrol,manual,first,1.69
hyundai getz 1.5 crdi gvs,2009,110.0,17.1,diesel,manual,second,1.8
maruti ritz lxi,2016,85.8,18.5,petrol,manual,first,3.2
honda city 1.5 gxi,2004,97.7,0.0,petrol,manual,second,1.5
bmw 5 series 520d sport line,2019,187.74,22.48,diesel,automatic,first,45.86
volkswagen polo 1.2 mpi highline,2016,74.0,16.47,petrol,manual,first,5.1
maruti swift vdi bsiv,2013,97.7,17.8,diesel,manual,first,4.85
ford figo petrol zxi,2010,70.0,15.6,petrol,manual,second,2.4
bmw 3 series 320d luxury line,2013,184.0,18.88,diesel,automatic,first,22.0
hyundai verna 1.6 sx crdi (o),2012,126.32,22.32,diesel,manual,first,4.28
renault duster 85ps diesel rxl,2015,83.8,20.45,diesel,manual,first,5.67
hyundai grand i10 1.2 kappa magna at,2018,81.86,18.9,petrol,automatic,first,6.2
bmw x1 sdrive20d,2013,184.0,17.05,diesel,automatic,second,14.49
maruti ritz vdi,2010,73.9,21.1,diesel,manual,first,3.0
hyundai i10 era 1.1 itech se,2010,68.05,19.81,petrol,manual,second,2.25
bmw x5 2014-2019 xdrive 30d design pure experience 7 seater,2016,258.0,15.97,diesel,automatic,first,43.78
honda city v mt exclusive,2019,116.3,16.8,petrol,manual,first,11.45
mahindra ssangyong rexton rx7,2014,184.0,11.18,diesel,automatic,first,10.5
ford ecosport 1.5 dv5 mt titanium optional,2015,89.84,22.7,diesel,manual,first,7.48
maruti alto lxi,2010,46.3,19.7,petrol,manual,first,3.1
volkswagen polo 1.2 mpi highline,2011,74.0,16.47,petrol,manual,first,2.55
volkswagen polo diesel comfortline 1.2l,2013,73.9,22.07,diesel,manual,first,3.5
volkswagen polo diesel highline 1.2l,2012,73.9,22.07,diesel,manual,first,2.59
maruti ertiga zdi,2013,88.8,20.77,diesel,manual,first,5.45
ford ecosport 1.5 tdci ambiente,2017,98.59,22.77,diesel,manual,first,6.0
toyota innova crysta 2.8 zx at,2016,171.5,11.36,diesel,automatic,first,15.49
bmw 5 series 523i sedan,2010,150.0,10.8,petrol,automatic,second,12.5
maruti swift dzire tour ldi,2017,74.0,23.4,diesel,manual,first,4.75
ford ecosport 1.0 ecoboost platinum edition,2017,123.24,18.88,petrol,manual,first,7.85
hyundai verna crdi sx,2013,110.0,16.8,diesel,manual,first,6.0
tata zest revotron 1.2t xm,2016,88.7,17.57,petrol,manual,first,4.0
audi a7 2011-2015 3.0 tdi quattro,2011,241.4,14.4,diesel,automatic,first,28.75
tata indica vista quadrajet vx,2012,74.0,22.3,diesel,manual,first,2.5
maruti swift dzire vdi,2015,74.0,26.59,diesel,manual,first,5.5
fiat linea emotion,2010,90.0,16.0,petrol,manual,first,1.59
hyundai i20 1.2 spotz,2017,81.83,18.6,petrol,manual,first,6.22
hyundai eon era plus,2016,55.2,21.1,petrol,manual,first,2.75
hyundai santro xing xl,2007,97.7,0.0,petrol,manual,second,1.35
mercedes-benz gla class 200 cdi sport,2017,136.0,17.9,diesel,automatic,first,25.0
maruti celerio vxi,2014,67.04,23.1,petrol,manual,first,2.8
chevrolet beat lt,2014,76.8,17.8,petrol,manual,second,2.45
honda jazz 1.2 v at i vtec privilege,2016,88.7,19.0,petrol,automatic,first,6.35
bmw 3 series 320d highline,2009,181.0,16.07,diesel,automatic,third,8.0
renault duster 110ps diesel rxl,2014,108.45,19.01,diesel,manual,first,8.25
ford figo 2015-2019 1.5p titanium at,2017,110.4,17.01,petrol,automatic,first,5.95
toyota innova crysta 2.4 vx mt,2018,147.8,13.68,diesel,manual,first,19.92
chevrolet beat diesel ls,2016,56.3,25.44,diesel,manual,first,3.15
volkswagen polo gti,2014,189.0,17.21,petrol,automatic,first,5.75
ford endeavour 3.2 trend at 4x4,2018,197.2,10.91,diesel,automatic,first,32.44
hyundai verna 1.6 sx crdi (o) at,2016,126.32,22.32,diesel,automatic,second,8.01
ford figo 2015-2019 1.2p titanium opt mt,2017,86.8,18.16,petrol,manual,first,6.48
maruti 800 ac,2007,37.0,16.1,petrol,manual,first,0.75
honda city i dtec v,2014,98.6,26.0,diesel,manual,first,5.0
mahindra xuv500 w8 2wd,2012,140.0,16.0,diesel,manual,first,7.75
ford figo diesel zxi,2010,68.0,20.0,diesel,manual,first,2.6
ford ecosport 1.5 petrol titanium,2018,121.36,17.0,petrol,manual,first,9.2
hyundai i20 asta 1.2,2015,81.83,18.6,petrol,manual,first,5.05
toyota innova 2.5 g (diesel) 7 seater bs iv,2012,100.0,12.99,diesel,manual,first,9.6
renault duster 85ps diesel rxl optional,2013,83.8,20.46,diesel,manual,first,5.5
toyota innova 2.5 vx (diesel) 8 seater,2013,100.6,12.99,diesel,manual,first,9.35
honda city 1.5 s mt,2009,118.0,17.0,petrol,manual,first,2.6
maruti alto k10 vxi,2016,67.1,24.07,petrol,manual,first,3.5
nissan micra active xl petrol,2016,67.04,19.49,petrol,manual,first,4.26
maruti celerio vxi at,2016,67.04,23.1,petrol,automatic,second,4.25
mercedes-benz new c-class 200 kompressor,2010,178.0,11.7,petrol,manual,second,11.75
ford fiesta diesel style,2013,88.7,23.5,diesel,manual,first,3.5
hyundai verna 1.6 vtvt s,2015,121.3,17.01,petrol,manual,first,7.5
hyundai i20 1.4 asta (at),2009,100.0,15.0,petrol,automatic,third,3.25
maruti swift dzire vxi,2012,85.8,17.5,petrol,manual,first,4.9
mercedes-benz new c-class c 220cdibe avantgarde command,2014,170.0,14.84,diesel,automatic,first,27.0
hyundai elite i20 petrol asta,2017,81.86,18.6,petrol,manual,first,8.91
hyundai verna 1.6 vtvt ex at,2014,121.4,17.01,petrol,automatic,first,6.69
chevrolet cruze ltz,2014,163.7,17.3,diesel,manual,first,6.02
toyota corolla altis 1.8 g,2010,138.03,14.28,petrol,manual,first,4.5
maruti a-star vxi,2011,66.1,19.0,petrol,manual,first,2.0
nissan micra diesel xv premium,2012,63.1,23.08,diesel,manual,first,2.4
tata nano lx,2013,37.48,25.4,petrol,manual,first,1.2
maruti swift dzire tour ldi,2014,74.0,23.4,diesel,manual,first,2.9
land rover range rover sport 2005 2012 sport,2008,97.7,0.0,petrol,manual,first,40.88
audi q3 2.0 tdi quattro,2016,184.0,17.32,diesel,automatic,first,27.0
honda amaze vx i-dtec,2016,98.6,25.8,diesel,manual,first,7.5
chevrolet optra 1.6 ls,2004,104.0,14.7,petrol,manual,first,1.5
audi q5 2.0 tdi premium plus,2016,174.3,14.16,diesel,automatic,first,39.5
maruti ritz vdi,2012,73.94,23.2,diesel,manual,first,3.39
mahindra scorpio s6 7 seater,2018,120.0,15.4,diesel,manual,first,12.4
maruti ciaz zdi shvs,2014,88.5,28.09,diesel,manual,first,6.85
toyota corolla altis aero d 4d j,2011,138.0,21.43,diesel,manual,second,5.75
tata indica v2 els,2015,69.0,25.0,diesel,manual,second,2.0
maruti 800 std bsiii,2006,37.0,16.1,petrol,manual,first,0.9
volkswagen polo 1.2 mpi highline,2015,74.0,16.47,petrol,manual,first,3.8
hyundai elantra 2.0 sx option at,2017,149.92,14.62,petrol,automatic,first,16.35
toyota fortuner 4x2 4 speed at,2012,169.0,11.5,diesel,automatic,first,16.5
maruti baleno zeta 1.2,2019,83.1,21.4,petrol,manual,first,8.7
maruti baleno zeta 1.2,2016,83.1,21.4,petrol,manual,first,6.1
mini cooper countryman d,2013,112.0,23.8,diesel,automatic,first,21.94
mercedes-benz s class 2005 2013 320 cdi,2009,210.0,13.0,diesel,automatic,second,22.0
maruti alto k10 lxi,2015,67.1,20.92,petrol,manual,first,2.65
maruti swift vxi optional,2017,81.8,20.4,petrol,manual,first,5.27
chevrolet sail lt abs,2014,74.0,22.1,diesel,manual,first,2.48
toyota innova 2.5 g (diesel) 8 seater bs iv,2011,102.0,12.8,diesel,manual,first,6.0
toyota fortuner 3.0 diesel,2009,171.0,11.5,diesel,manual,first,8.9
bmw 3 series 320d sport line,2012,184.0,18.88,diesel,automatic,second,18.0
skoda octavia ambition 1.4 tsi mt,2016,138.02,16.8,petrol,manual,first,11.64
toyota fortuner 3.0 diesel,2019,171.0,11.5,diesel,manual,first,8.99
volkswagen jetta 2007-2011 1.9 highline tdi,2009,105.0,15.5,diesel,automatic,first,5.25
